id;title;description;vendor;published;cvss_score;severity;attack_vector;cwe_category;cwe_explanation;source
VULNRICHMENT:CVE-2024-26369;CVE-2024-26369;An issue in the HistoryQosPolicy component of FastDDS v2.12.x, v2.11.x, v2.10.x, and v2.6.x leads to a SIGABRT (signal abort) upon receiving DataWriter's data.;Fast DDS;19/03/2024 00:00;0;NONE;;CWE-120;This vulnerability likely falls under CWE-120 (Classic Buffer Overflow) or a related CWE within the 'Buffer Errors' category. The description mentions a SIGABRT occurring when receiving data, which strongly suggests a memory access error, potentially a buffer overflow. Without more details, it's impossible to pinpoint the exact CWE.;Vulners
UB:CVE-2024-26369;CVE-2024-26369;"An issue in the HistoryQosPolicy component of FastDDS v2.12.x, v2.11.x,
v2.10.x, and v2.6.x leads to a SIGABRT (signal abort) upon receiving
DataWriter's data.";Fast DDS;19/03/2024 00:00;0;NONE;;CWE-400;This issue indicates a potential Uncontrolled Resource Consumption ('Resource Exhaustion') because the SIGABRT signal suggests an abnormal program termination likely due to the software's inability to handle the incoming data from the DataWriter. This could point to insufficient memory allocation or other resource management problems triggered by specific data inputs, ultimately leading to a denial of service.;Vulners
CVE-2023-50716;CVE-2023-50716;Prior to versions 2.13.0, 2.12.2, 2.11.3, 2.10.3, and 2.6.7, an invalid DATA_FRAG Submessage causes a bad-free error, and the Fast-DDS process can be remotely terminated. If an invalid Data_Frag packet is sent, the `Inline_qos, SerializedPayload` member of object `ch` will attempt to release memory without initialization, resulting in a 'bad-free' error...;Fast DDS;06/03/2024 18:15;96;CRITICAL;;CWE-416;The vulnerability description describes a 'bad-free' error, which falls under the category of Use After Free vulnerabilities. This happens because the code attempts to free memory ('Inline_qos, SerializedPayload' member) that was not properly initialized, leading to potential memory corruption or crashes.;Vulners
DEBIANCVE:CVE-2023-50716;CVE-2023-50716;Prior to versions 2.13.0, 2.12.2, 2.11.3, 2.10.3, and 2.6.7, an invalid DATA_FRAG Submessage causes a bad-free error, and the Fast-DDS process can be remotely terminated. If an invalid Data_Frag packet is sent, the `Inline_qos, SerializedPayload` member of object `ch` will attempt to release memory without initialization, resulting in a 'bad-free' error...;Fast DDS;06/03/2024 18:15;96;CRITICAL;;CWE-416;This vulnerability involves a 'bad free' error, meaning a program is attempting to free memory that was not properly allocated or has already been freed. This falls under the category of 'Use After Free', where a resource (in this case, memory) is used after it has been released.;Vulners
PRION:CVE-2023-50716;Memory corruption;Prior to versions 2.13.0, 2.12.2, 2.11.3, 2.10.3, and 2.6.7, an invalid DATA_FRAG Submessage causes a bad-free error, and the Fast-DDS process can be remotely terminated. If an invalid Data_Frag packet is sent, the `Inline_qos, SerializedPayload` member of object `ch` will attempt to release memory without initialization, resulting in a 'bad-free' error...;Fast DDS;06/03/2024 18:15;58;;;CWE-416: Use After Free;The vulnerability occurs because the code attempts to free memory using an uninitialized pointer ('Inline_qos, SerializedPayload' member) when an invalid DATA_FRAG packet is received. This is a classic example of a use-after-free vulnerability, where the program tries to access memory after it has been freed.;Vulners
VULNRICHMENT:CVE-2023-50716;CVE-2023-50716 Invalid DATA_FRAG Submessage causes a bad-free error;Prior to versions 2.13.0, 2.12.2, 2.11.3, 2.10.3, and 2.6.7, an invalid DATA_FRAG Submessage causes a bad-free error, and the Fast-DDS process can be remotely terminated. If an invalid Data_Frag packet is sent, the `Inline_qos, SerializedPayload` member of object `ch` will attempt to release memory without initialization, resulting in a 'bad-free' error...;Fast DDS;06/03/2024 17:23;96;CRITICAL;;CWE-416: Use After Free;The vulnerability occurs because the software attempts to release (free) memory that has not been initialized properly, leading to a 'bad-free' condition.  This can allow an attacker to potentially execute arbitrary code.;Vulners
CVELIST:CVE-2023-50716;CVE-2023-50716 Invalid DATA_FRAG Submessage causes a bad-free error;Prior to versions 2.13.0, 2.12.2, 2.11.3, 2.10.3, and 2.6.7, an invalid DATA_FRAG Submessage causes a bad-free error, and the Fast-DDS process can be remotely terminated. If an invalid Data_Frag packet is sent, the `Inline_qos, SerializedPayload` member of object `ch` will attempt to release memory without initialization, resulting in a 'bad-free' error...;Fast DDS;06/03/2024 17:23;96;CRITICAL;;CWE-416: Use After Free;The vulnerability occurs because the code attempts to release memory ('free') that was not properly initialized. This is a type of 'use after free' vulnerability where a resource is accessed after it has been freed, leading to potential crashes or code execution.;Vulners
UB:CVE-2023-50716;CVE-2023-50716;"Prior to
versions 2.13.0, 2.12.2, 2.11.3, 2.10.3, and 2.6.7, an invalid DATA_FRAG
Submessage causes a bad-free error, and the Fast-DDS process can be
remotely terminated. If an invalid Data_Frag packet is sent, the
`Inline_qos, SerializedPayload` member of object `ch` will attempt to
release memory without initialization, resulting in a 'bad-free' error.
Versions 2.13.0, 2.12.2, 2.11.3, 2.10.2, and 2.6.7 fix this issue....";Fast DDS;06/03/2024 00:00;96;CRITICAL;;CWE-416;This vulnerability involves a 'use-after-free' scenario where memory allocated for handling the 'DATA_FRAG' submessage is prematurely freed due to an invalid packet. Later attempts to access or release this freed memory (specifically 'Inline_qos, SerializedPayload' member) lead to a 'bad-free' error, potentially crashing the Fast-DDS process.;Vulners
CVE-2023-50257;CVE-2023-50257;Even with the application of SROS2, due to the issue where the data (`p[UD]`) and `guid` values used to disconnect between nodes are not encrypted, a vulnerability has been discovered where a malicious attacker can forcibly disconnect a Subscriber and can deny a Subscriber attempting to connect. Afterwards, if the attacker sends the packet for disconnecting, which is data (`p[UD]`), to the Global Data Space (`239.255.0.1:7400`) using the said Publisher ID, all the Subscribers (Listeners) connected to the Publisher (Talker) will not receive any data and their connection will be disconnected...;Fast DDS;19/02/2024 20:15;96;CRITICAL;;CWE-311;This issue stems from a lack of encryption for sensitive information, specifically the 'p[UD]' data and 'guid' values used in the disconnection process.  This aligns with CWE-311, which deals with Missing Encryption of Sensitive Data.;Vulners
DEBIANCVE:CVE-2023-50257;CVE-2023-50257;Even with the application of SROS2, due to the issue where the data (`p[UD]`) and `guid` values used to disconnect between nodes are not encrypted, a vulnerability has been discovered where a malicious attacker can forcibly disconnect a Subscriber and can deny a Subscriber attempting to connect. Afterwards, if the attacker sends the packet for disconnecting, which is data (`p[UD]`), to the Global Data Space (`239.255.0.1:7400`) using the said Publisher ID, all the Subscribers (Listeners) connected to the Publisher (Talker) will not receive any data and their connection will be disconnected...;Fast DDS;19/02/2024 20:15;96;CRITICAL;;CWE-311;This vulnerability stems from a lack of encryption for sensitive data, specifically the 'p[UD]' and 'guid' values used for node disconnections. This absence of encryption allows an attacker to intercept and manipulate these values, leading to unauthorized disconnections.;Vulners
OSV:CVE-2023-50257;CVE-2023-50257;Even with the application of SROS2, due to the issue where the data (`p[UD]`) and `guid` values used to disconnect between nodes are not encrypted, a vulnerability has been discovered where a malicious attacker can forcibly disconnect a Subscriber and can deny a Subscriber attempting to connect. Afterwards, if the attacker sends the packet for disconnecting, which is data (`p[UD]`), to the Global Data Space (`239.255.0.1:7400`) using the said Publisher ID, all the Subscribers (Listeners) connected to the Publisher (Talker) will not receive any data and their connection will be disconnected...;Fast DDS;19/02/2024 20:15;96;CRITICAL;;CWE-311;This vulnerability stems from a lack of encryption for sensitive data (`p[UD]` and `guid`) during the node disconnection process. This makes it possible for an attacker to intercept and manipulate this data, leading to unauthorized disconnections and denial of service. ;Vulners
NVD:CVE-2023-50257;CVE-2023-50257;Even with the application of SROS2, due to the issue where the data (`p[UD]`) and `guid` values used to disconnect between nodes are not encrypted, a vulnerability has been discovered where a malicious attacker can forcibly disconnect a Subscriber and can deny a Subscriber attempting to connect. Afterwards, if the attacker sends the packet for disconnecting, which is data (`p[UD]`), to the Global Data Space (`239.255.0.1:7400`) using the said Publisher ID, all the Subscribers (Listeners) connected to the Publisher (Talker) will not receive any data and their connection will be disconnected...;Fast DDS;19/02/2024 20:15;96;CRITICAL;;CWE-311;This vulnerability stems from a lack of encryption for sensitive data, specifically the 'p[UD]' and 'guid' values used in the disconnection process. This missing encryption could allow an attacker to intercept and manipulate these values, leading to unauthorized disconnections.;Vulners
PRION:CVE-2023-50257;Design/Logic Flaw;Even with the application of SROS2, due to the issue where the data (`p[UD]`) and `guid` values used to disconnect between nodes are not encrypted, a vulnerability has been discovered where a malicious attacker can forcibly disconnect a Subscriber and can deny a Subscriber attempting to connect. Afterwards, if the attacker sends the packet for disconnecting, which is data (`p[UD]`), to the Global Data Space (`239.255.0.1:7400`) using the said Publisher ID, all the Subscribers (Listeners) connected to the Publisher (Talker) will not receive any data and their connection will be disconnected...;Fast DDS;19/02/2024 20:15;58;;;CWE-311;This vulnerability describes a lack of encryption for sensitive data, specifically the data and GUID values used for node disconnection.  This falls under CWE-311: Missing Encryption of Sensitive Data, which makes the data susceptible to eavesdropping and replay attacks.;Vulners
CVELIST:CVE-2023-50257;CVE-2023-50257 Disconnect Vulnerability in RTPS Packets Used by SROS2;Even with the application of SROS2, due to the issue where the data (`p[UD]`) and `guid` values used to disconnect between nodes are not encrypted, a vulnerability has been discovered where a malicious attacker can forcibly disconnect a Subscriber and can deny a Subscriber attempting to connect. Afterwards, if the attacker sends the packet for disconnecting, which is data (`p[UD]`), to the Global Data Space (`239.255.0.1:7400`) using the said Publisher ID, all the Subscribers (Listeners) connected to the Publisher (Talker) will not receive any data and their connection will be disconnected...;Fast DDS;19/02/2024 19:22;96;CRITICAL;;CWE-311;This vulnerability relates to CWE-311: Missing Encryption of Sensitive Data, as the data (`p[UD]`) and `guid` values used for managing connections are not encrypted, allowing an attacker to intercept and manipulate them.;Vulners
VULNRICHMENT:CVE-2023-50257;CVE-2023-50257 Disconnect Vulnerability in RTPS Packets Used by SROS2;Even with the application of SROS2, due to the issue where the data (`p[UD]`) and `guid` values used to disconnect between nodes are not encrypted, a vulnerability has been discovered where a malicious attacker can forcibly disconnect a Subscriber and can deny a Subscriber attempting to connect. Afterwards, if the attacker sends the packet for disconnecting, which is data (`p[UD]`), to the Global Data Space (`239.255.0.1:7400`) using the said Publisher ID, all the Subscribers (Listeners) connected to the Publisher (Talker) will not receive any data and their connection will be disconnected...;Fast DDS;19/02/2024 19:22;96;CRITICAL;;CWE-311;This vulnerability describes a lack of encryption for sensitive data, specifically the data ('p[UD]') and 'guid' values used for node disconnection. This falls under CWE-311: Missing Encryption of Sensitive Data, as it allows an attacker to intercept and potentially manipulate these values to disrupt communication.;Vulners
DEBIAN_DSA-5568.NASL;Debian DSA-5568-1 : fastdds - security update;"The remote Debian 12 host has packages installed that are affected by a vulnerability as referenced in the dsa-5568 advisory.

  - Fast DDS is a C++ implementation of the DDS (Data Distribution Service) standard of the OMG (Object     Management Group). The call to free() could     potentially leave the pointer in the attackers control which could lead to a double free...";Fast DDS;27/11/2023 00:00;86;HIGH;;CWE-416;The product's use of a pointer after it has been freed can allow an attacker to execute arbitrary code or cause a denial of service.;Vulners
NVD:CVE-2023-42459;CVE-2023-42459;The call to free() could potentially leave the pointer in the attackers control which could lead to a double free. This issue has been addressed in versions 2.12.0, 2.11.3, 2.10.3, and 2.6.7...;Fast DDS;16/10/2023 21:15;75;HIGH;;CWE-415;CWE-415 (Double Free) occurs when a program attempts to free a memory location that has already been freed, potentially leading to memory corruption, crashes, or arbitrary code execution.;Vulners
CVE-2023-42459;CVE-2023-42459;The call to free() could potentially leave the pointer in the attackers control which could lead to a double free. This issue has been addressed in versions 2.12.0, 2.11.3, 2.10.3, and 2.6.7...;Fast DDS;16/10/2023 21:15;86;HIGH;;CWE-416;This vulnerability falls under CWE-416: Use After Free. While the description mentions 'double free', the core issue is that the pointer is left accessible after being freed, allowing for potential use-after-free exploits by manipulating the freed memory.;Vulners
DEBIANCVE:CVE-2023-42459;CVE-2023-42459;The call to free() could potentially leave the pointer in the attackers control which could lead to a double free. This issue has been addressed in versions 2.12.0, 2.11.3, 2.10.3, and 2.6.7...;Fast DDS;16/10/2023 21:15;86;HIGH;;CWE-416;The product calls free() twice on the same memory address, potentially leading to modification of unexpected memory locations.;Vulners
OSV:CVE-2023-42459;CVE-2023-42459;The call to free() could potentially leave the pointer in the attackers control which could lead to a double free. This issue has been addressed in versions 2.12.0, 2.11.3, 2.10.3, and 2.6.7...;Fast DDS;16/10/2023 21:15;86;HIGH;;CWE-416: Use After Free;The code attempts to free() memory that might still be accessible or controlled by an attacker after the free() operation. This could allow the attacker to manipulate the program's behavior, potentially leading to a double-free scenario.;Vulners
PRION:CVE-2023-42459;Double free;The call to free() could potentially leave the pointer in the attackers control which could lead to a double free. This issue has been addressed in versions 2.12.0, 2.11.3, 2.10.3, and 2.6.7...;Fast DDS;16/10/2023 21:15;50;;;CWE-416;This vulnerability describes a 'Use After Free' scenario where a pointer, after being freed, is left in a state where an attacker might still control it. This could allow the attacker to potentially trigger a double free vulnerability by calling free() on the same memory location twice.;Vulners
CVELIST:CVE-2023-42459;CVE-2023-42459 Malformed DATA submessage leads to bad-free error in Fast-DDS;The call to free() could potentially leave the pointer in the attackers control which could lead to a double free. This issue has been addressed in versions 2.12.0, 2.11.3, 2.10.3, and 2.6.7...;Fast DDS;16/10/2023 20:56;86;HIGH;;CWE-415;CWE-415 (Double Free) occurs when a program attempts to free dynamically allocated memory twice, which can corrupt the heap memory structure and lead to potential code execution.;Vulners
UB:CVE-2023-42459;CVE-2023-42459;"The
call to free() could potentially leave the pointer in the attackers control
which could lead to a double free. This issue has been addressed in
versions 2.12.0, 2.11.3, 2.10.3, and 2.6.7...";Fast DDS;16/10/2023 00:00;86;HIGH;;CWE-416;This vulnerability relates to a potential 'Use After Free' scenario, where a call to free() might not completely remove the pointer from the attacker's control, allowing them to potentially free the same memory location twice and lead to unexpected program behavior.;Vulners
OSV:USN-6306-1;fastdds vulnerabilities;"It was discovered that Fast DDS incorrectly handled certain inputs.
A remote attacker could possibly use this issue to cause a denial of
service and information exposure. This issue only affected Ubuntu
22.04 LTS. (CVE-2021-38425)

It was discovered that Fast DDS incorrectly handled certain inputs.
An attacker could possibly use this issue to cause a crash.
(CVE-2023-39534, CVE-2023-39945, CVE-2023-39946, CVE-2023-39947,
CVE-2023-39948, CVE-2023-39949)
";Fast DDS;24/08/2023 17:34;91;CRITICAL;;CWE-20;This vulnerability stems from improper input validation, allowing attackers to send specially crafted inputs that the system doesn't handle correctly, leading to denial of service, information exposure, or crashes.;Vulners
UBUNTU_USN-6306-1.NASL;Ubuntu 22.04 ESM / 23.04 : Fast DDS vulnerabilities (USN-6306-1);"The remote Ubuntu 22.04 ESM host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-6306-1 advisory.

  - eProsima Fast DDS versions prior to 2.4.0 (#2269) are susceptible to exploitation when an attacker sends a     specially crafted packet to flood a target device with unwanted traffic, which may result in a denial-of-     service condition and information exposure. Prior to versions 2.10.0, 2.9.2, and 2.6.5, a malformed GAP submessage can trigger     assertion failure, crashing FastDDS...";Fast DDS;24/08/2023 00:00;91;CRITICAL;;CWE-400;This vulnerability involves uncontrolled resource consumption (specifically network bandwidth) due to the processing of a specially crafted packet, leading to a denial of service. Additionally, the mention of 'information exposure' suggests potential unauthorized access to data, aligning with the broader implications of CWE-400.;Vulners
USN-6306-1;Fast DDS vulnerabilities;"## Releases

  * Ubuntu 23.04 
  * Ubuntu 22.04 LTS

## Packages

  * fastdds \- eProsima FastDDS Discovery Server and Tools

## Details

It was discovered that Fast DDS incorrectly handled certain inputs.  
A remote attacker could possibly use this issue to cause a denial of  
service and information exposure...";Fast DDS;24/08/2023 00:00;91;CRITICAL;;CWE-405: Information Exposure Through Query Results;The description mentions 'information exposure' implying that the vulnerability might allow an attacker to extract sensitive information from the application by manipulating certain inputs that are not properly handled by Fast DDS.;Vulners
DEBIAN_DSA-5481.NASL;Debian DSA-5481-1 : fastdds - security update;"The remote Debian 11 / 12 host has packages installed that are affected by multiple vulnerabilities as referenced in the dsa-5481 advisory.

  - eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object     Management Group. Prior to versions 2.10.0, 2.9.2, and 2.6.5, a malformed GAP submessage can trigger     assertion failure, crashing FastDDS...";Fast DDS;22/08/2023 00:00;82;HIGH;;CWE-617;This vulnerability involves improper handling of assertions, which can allow an attacker to potentially crash the application (Fast DDS) by triggering an assertion failure.;Vulners
DEBIAN:DSA-5481-1:1B39B;[SECURITY] [DSA 5481-1] fastdds security update;"- -------------------------------------------------------------------------
Debian Security Advisory DSA-5481-1                   security@debian.org
https://www.debian.org/security/                       Moritz Muehlenhoff
August 20, 2023                       https://www.debian.org/security/faq
- -------------------------------------------------------------------------

Package        : fastdds
CVE ID         : CVE-2023-39534 CVE-2023-39945 CVE-2023-39946 CVE-2023-39947 
                 CVE-2023-39948 CVE-2023-39949

Multipe security issues were discovered in Fast DDS, a C++ implementation
of the DDS (Data Distribution Service), which might result in denial of
service or potentially the execution of arbitrary code when processing
malformed RTPS packets.

For the oldstable distribution (bullseye), these problems have been fixed
in version 2.1.0+ds-9+deb11u1.

For the stable distribution (bookworm), these problems have been fixed in
version 2.9.1+ds-1+deb12u1.

We recommend that you upgrade your fastdds packages.

For the detailed security status of fastdds please refer to
its security tracker page at:
https://security-tracker.debian.org/tracker/fastdds

Further information about Debian Security Advisories, how to apply
these updates to your system and frequently asked questions can be
found at: https://www.debian.org/security/

Mailing list: debian-security-announce@lists.debian.org...";Fast DDS;20/08/2023 17:44;82;HIGH;;CWE-119;CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer) is a broad category that encompasses buffer overflows and other memory access issues.  The description mentions vulnerabilities leading to denial of service and potential code execution from malformed RTPS packets. This strongly suggests buffer overflow or similar memory corruption vulnerabilities.;Vulners
NVD:CVE-2023-39947;CVE-2023-39947;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.11.1, 2.10.2, 2.9.2, and 2.6.6, even after the fix at commit 3492270, malformed `PID_PROPERTY_LIST` parameters cause heap overflow at a different program counter. This can remotely crash any Fast-DDS process. Versions 2.11.1, 2.10.2, 2.9.2, and 2.6.6 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-122;This vulnerability involves a heap-based buffer overflow caused by improper handling of the 'PID_PROPERTY_LIST' parameter. An attacker can manipulate this parameter to send data exceeding the allocated buffer size, potentially overwriting critical memory and leading to remote code execution.;Vulners
NVD:CVE-2023-39949;CVE-2023-39949;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.9.1 and 2.6.5, improper validation of sequence numbers may lead to remotely reachable assertion failure. This can remotely crash any Fast-DDS process. Versions 2.9.1 and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-682;This vulnerability relates to improper validation of sequence numbers, which falls under the category of 'Incorrect Calculation' as per CWE-682. An attacker could manipulate these sequence numbers to cause an assertion failure, leading to a denial of service.;Vulners
CVE-2023-39534;CVE-2023-39534;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.10.0, 2.9.2, and 2.6.5, a malformed GAP submessage can trigger assertion failure, crashing FastDDS. Version 2.10.0, 2.9.2, and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-617;This vulnerability involves an assertion failure, indicating a failure to properly handle an exceptional or unexpected condition during program execution. This often leads to crashes, making it a denial-of-service vulnerability.;Vulners
CVE-2023-39945;CVE-2023-39945;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.11.0, 2.10.2, 2.9.2, and 2.6.5, a data submessage sent to PDP port raises unhandled `BadParamException` in fastcdr, which in turn crashes fastdds. Versions 2.11.0, 2.10.2, 2.9.2, and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;82;HIGH;;CWE-20;This vulnerability stems from improper input validation. The software fails to sanitize data received on the PDP port, leading to an unhandled exception when processing a specific type of submessage.  This lack of validation allows malformed data to cause unexpected behavior, culminating in a crash.;Vulners
CVE-2023-39946;CVE-2023-39946;Prior to versions 2.11.1, 2.10.2, 2.9.2, and 2.6.6, heap can be overflowed by providing a PID_PROPERTY_LIST parameter that contains a CDR string with length larger than the size of actual content. In `eprosima::fastdds::dds::ParameterPropertyList_t::push_back_helper`, `memcpy` is called to first copy the octet'ized length and then to copy the data into `properties_.data`...;Fast DDS;11/08/2023 14:15;82;HIGH;;CWE-122;The product copies C strings, without checking the size of the source buffer, potentially leading to a buffer overflow. In this case, a crafted PID_PROPERTY_LIST parameter with a larger CDR string length than the actual content leads to the overflow during the memcpy operation in the `eprosima::fastdds::dds::ParameterPropertyList_t::push_back_helper` function.;Vulners
DEBIANCVE:CVE-2023-39534;CVE-2023-39534;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.10.0, 2.9.2, and 2.6.5, a malformed GAP submessage can trigger assertion failure, crashing FastDDS. Version 2.10.0, 2.9.2, and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-617;This vulnerability is a CWE-617: Reachable Assertion. The description states that a malformed GAP submessage can trigger an assertion failure, leading to a crash. This indicates that an assertion, intended for debugging and development, is reachable during runtime with crafted input, causing a denial of service.;Vulners
NVD:CVE-2023-39534;CVE-2023-39534;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.10.0, 2.9.2, and 2.6.5, a malformed GAP submessage can trigger assertion failure, crashing FastDDS. Version 2.10.0, 2.9.2, and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-617;This vulnerability falls under CWE-617, which refers to Denial of Service (DoS) caused by an Assertion Failure. In this case, a malformed GAP submessage leads to an assertion failure within FastDDS, causing it to crash and resulting in a denial of service.;Vulners
CVE-2023-39949;CVE-2023-39949;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.9.1 and 2.6.5, improper validation of sequence numbers may lead to remotely reachable assertion failure. This can remotely crash any Fast-DDS process. Versions 2.9.1 and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-20;CWE-20 (Improper Input Validation) refers to the failure to properly validate data received from an external source before using it. In this case, Fast DDS fails to validate sequence numbers, allowing an attacker to send a malformed sequence number that triggers an assertion failure and crashes the process.;Vulners
DEBIANCVE:CVE-2023-39946;CVE-2023-39946;Prior to versions 2.11.1, 2.10.2, 2.9.2, and 2.6.6, heap can be overflowed by providing a PID_PROPERTY_LIST parameter that contains a CDR string with length larger than the size of actual content. In `eprosima::fastdds::dds::ParameterPropertyList_t::push_back_helper`, `memcpy` is called to first copy the octet'ized length and then to copy the data into `properties_.data`...;Fast DDS;11/08/2023 14:15;82;HIGH;;CWE-122;This vulnerability involves a heap-based buffer overflow due to copying data using `memcpy` without ensuring the destination buffer is large enough to hold the source data, potentially allowing for arbitrary code execution.;Vulners
OSV:CVE-2023-39949;CVE-2023-39949;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.9.1 and 2.6.5, improper validation of sequence numbers may lead to remotely reachable assertion failure. This can remotely crash any Fast-DDS process. Versions 2.9.1 and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-682;CWE-682 (Incorrect Calculation) occurs when a software application performs a calculation that produces incorrect or unexpected results, potentially leading to vulnerabilities. In this case, improper validation of sequence numbers signifies an incorrect calculation that could be exploited for malicious purposes.;Vulners
CVE-2023-39947;CVE-2023-39947;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.11.1, 2.10.2, 2.9.2, and 2.6.6, even after the fix at commit 3492270, malformed `PID_PROPERTY_LIST` parameters cause heap overflow at a different program counter. This can remotely crash any Fast-DDS process. Versions 2.11.1, 2.10.2, 2.9.2, and 2.6.6 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;82;HIGH;;CWE-122;This vulnerability allows heap-based buffer overflows due to improper validation of the `PID_PROPERTY_LIST` parameter. This indicates a weakness in bounds checking, enabling data to overflow its allocated memory and potentially overwrite critical data or execute arbitrary code.;Vulners
DEBIANCVE:CVE-2023-39945;CVE-2023-39945;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.11.0, 2.10.2, 2.9.2, and 2.6.5, a data submessage sent to PDP port raises unhandled `BadParamException` in fastcdr, which in turn crashes fastdds. Versions 2.11.0, 2.10.2, 2.9.2, and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;82;HIGH;;CWE-20;This vulnerability falls under CWE-20, 'Improper Input Validation'.  The vulnerability occurs because eProsima Fast DDS doesn't properly validate data submessages received on the PDP port, leading to an unhandled exception.;Vulners
OSV:CVE-2023-39948;CVE-2023-39948;"eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.10.0 and 2.6.5, the `BadParamException` thrown by Fast CDR is not caught in Fast DDS. This can remotely crash any Fast DDS process. Versions 2.10.0 and 2.6.5 contain a patch for this issue.
";Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-248;This vulnerability falls under CWE-248: Uncaught Exception. The description states that a 'BadParamException' is not caught, leading to a potential crash. This indicates a lack of exception handling, which is a direct match for CWE-248.;Vulners
DEBIANCVE:CVE-2023-39949;CVE-2023-39949;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.9.1 and 2.6.5, improper validation of sequence numbers may lead to remotely reachable assertion failure. This can remotely crash any Fast-DDS process. Versions 2.9.1 and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-682;This vulnerability arises due to improper validation of sequence numbers, which falls under the category of 'Incorrect Calculation'.  Attackers can exploit this by sending crafted sequence numbers, leading to unexpected behavior like assertion failures and crashes.;Vulners
NVD:CVE-2023-39946;CVE-2023-39946;Prior to versions 2.11.1, 2.10.2, 2.9.2, and 2.6.6, heap can be overflowed by providing a PID_PROPERTY_LIST parameter that contains a CDR string with length larger than the size of actual content. In `eprosima::fastdds::dds::ParameterPropertyList_t::push_back_helper`, `memcpy` is called to first copy the octet'ized length and then to copy the data into `properties_.data`...;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-1290;This vulnerability is a classic example of a heap-based buffer overflow. The code fails to properly validate the length of data provided in the `PID_PROPERTY_LIST` parameter's CDR string. As a result, when `memcpy` is used to copy this data, it can write beyond the allocated buffer in the heap, leading to potential data corruption, crashes, or even arbitrary code execution.;Vulners
NVD:CVE-2023-39948;CVE-2023-39948;"eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.10.0 and 2.6.5, the `BadParamException` thrown by Fast CDR is not caught in Fast DDS. This can remotely crash any Fast DDS process. Versions 2.10.0 and 2.6.5 contain a patch for this issue.
";Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-476;This vulnerability relates to CWE-476: NULL Pointer Dereference, as it involves a failure to catch an exception (`BadParamException`) that likely arises from invalid or missing parameters, potentially leading to the use of a null pointer and a crash.;Vulners
OSV:CVE-2023-39534;CVE-2023-39534;eprosima Fast DDS is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Prior to versions 2.10.0, 2.9.2, and 2.6.5, a malformed GAP submessage can trigger assertion failure, crashing FastDDS. Version 2.10.0, 2.9.2, and 2.6.5 contain a patch for this issue.;Fast DDS;11/08/2023 14:15;75;HIGH;;CWE-617;This vulnerability relates to denial of service caused by an assertion failure, indicating a programmer error that is triggered by unexpected input (the malformed GAP submessage).;Vulners
